IDLE	0	Direction	0
String 1 (Locked)	1	Direction	0	C0	120	B-1	120
String 2 (Locked)	1	Direction	0	D0	120	B-1	120
String 3 (Locked)	1	Direction	0	E0	120	B-1	120
String 4 (Locked)	1	Direction	0	F0	120	B-1	120
String 5 (Locked)	1	Direction	0	G0	120	B-1	120
String 6 (Locked)	1	Direction	0	A0	120	B-1	120
String 7 (Locked)	1	Direction	0	B0	120	B-1	120
