IDLE	0	Direction	0
Legato Vib	1	Direction	0	C0	120
Legato No Vib	1	Direction	0	C#0	120
Poly Vib	1	Direction	0	D0	120
Poly No Vib	1	Direction	0	D#0	120
Trills	2	Direction	0	E0	120
Flutter	2	Direction	0	F0	120
Triple Toungue	2	Direction	0	F#0	120
Staccato	2	Direction	0	G0	120
Staccatissimo	2	Direction	0	G#0	120
Key Noises	3	Direction	0	A0	120
